InstallFlag;KickstartVersion;PackageName;SearchforUpdatedPackage;UpdatePackageSearchTerm;UpdatePackageSearchExclusionTerm;UpdatePackageSearchMinimumDate;Source;InstallType;SourceLocation;FileDownloadName;PerformHashCheck;Hash;FilestoInstall;DrivetoInstall;LocationtoInstall;CreateFolderInfoFile;NewFileName;ModifyUserStartup;ModifyStartupSequence;StartupSequenceInjectionStartPoint;StartupSequenceInjectionEndPoint;ModifyInfoFileTooltype;PiSpecificStorageDriver
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;Ibrowse*-OS3\plugins;System;Programs\IBrowse\Plugins\Plugins\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;Ibrowse*-OS3\MUI\*;System;Programs\MUI\Libs\MUI\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;Ibrowse*-OS3\spatch;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;Ibrowse*-OS3\cache;System;Programs\IBrowse\Plugins\Cache\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\history.txt;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\IBrowse;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\ReadMe.html;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\ReadMe.html.info;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\ReadMe.mui;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\ReadMe.mui.info;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\ReadMe.txt;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Web;Full;https://www.ibrowse-dev.net/resources/IBrowse3.0a-OS3.lha;IBrowse-OS3.lha;TRUE;E448F1B7E46034A5D2DBCB464C9A7268;IBrowse*-OS3\ReadMe.txt.info;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Ibrowse;FALSE;;;;Local;CopyOnly;Programs\IBrowse\IBrowse.prefs;;FALSE;;;System;Programs\IBrowse\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;IconLib;TRUE;IconLib;;20231231;Web;Full;;Iconlib.lha;FALSE;10156C1508013D774874135DB9C4E4D3;IconLib_*\ThirdParty\RemLib\RemLib;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;IconLib;TRUE;IconLib;;20231231;Web;Full;;Iconlib.lha;FALSE;10156C1508013D774874135DB9C4E4D3;IconLib_*\Libs\icon.library;System;Libs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;IdeFix97;FALSE;;;;Web;Full;http://aminet.net/driver/media/IDEfix97.lha;IDEfix97.lha;TRUE;8AB3264E93D21AB4C0A5E4ACC89730AF;IDE-fix\killdev;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Installer;FALSE;;;;Web;Full;http://aminet.net/util/misc/Installer-43_3.lha;Installer-43_3.lha;TRUE;B22CD3A6A6CBE7D8A44BD7853ABB56E9;Installer43_3\installer;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;JanoEditor;FALSE;;;;Web;Full;https://aminet.net/text/edit/JanoEditor.lha;JanoEditor.lha;TRUE;f7ad33f8c8374ccb8b9488f571ff76f5;Jano_v*\Jano*;System;Programs\JanoEditor\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;KickstartRomHashes;FALSE;;;;Local;CopyOnly;S\KickstartRomHashes;;FALSE;;;System;S\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;LHA;FALSE;;;;Web;Full;http://aminet.net/util/arc/lha_68k.lha;lha_68k.lha;TRUE;b027204c48dfde2b653dadb598124e28;lha_68040;System;C\;FALSE;LHA;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;LZX;FALSE;;;;Web;Full;http://aminet.net/util/arc/lzx121r1.lha;lzx121r1.lha;TRUE;13A4E1947DBFBBA7728B2DCBAF690FE9;LZX_68040r;System;C\;FALSE;LZX;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;LZX;FALSE;;;;Web;Full;http://aminet.net/util/arc/lzx121r1.lha;lzx121r1.lha;TRUE;13A4E1947DBFBBA7728B2DCBAF690FE9;LZX.Keyfile;System;L\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1;MD5Sum;FALSE;;;;Web;Full;http://aminet.net/util/crypt/MD5SUM.lha;Md5Sum.lha;TRUE;73354AD722764157FB7113F54E2A26B7;md5sum\md5sum;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI.info;System;Programs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Docs\*;System;Programs\MUI\Docs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Libs\*;System;Programs\MUI\Libs;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Rexx\*;System;Programs\MUI\Rexx\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Presets\*;System;Programs\MUI\Presets\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Patterns\*;System;Programs\MUI\Patterns\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Icons\*;System;Programs\MUI\Icons\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Goodies\*;System;Programs\MUI\Goodies\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Images\*;System;Programs\MUI\Images\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Docs.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Goodies.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Icons.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Images.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Libs.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\LiesMich;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\LiesMich.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\MUI;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\MUI.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Patterns.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Presets.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\PSI;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\PSI.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\ReadMe;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\ReadMe.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;MUI38;FALSE;;;;Web;Full;http://aminet.net/util/libs/mui38usr.lha;mui38usr.lha;TRUE;04DF2D2C444A112C66D1B2CA593CB71A;MUI\Rexx.info;System;Programs\MUI\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;oc666.library;FALSE;;;;Local;CopyOnly;Libs\oc666.library;;FALSE;;;System;Libs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;OneTimeRun;FALSE;;;;Local;CopyOnly;OneTimeRun\*;;FALSE;;;System;S\OneTimeRun\;FALSE;;FALSE;Add;Binddrivers;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;PFS - Additional Tools;FALSE;;;;Web;Full;http://aminet.net/disk/misc/PFS3_53.lha;PFS3_53.lha;TRUE;FEDAA397BDD9C593EF1EA7C2E86BFB33;PFS3\tools\setfnsize;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;PFS - Additional Tools;FALSE;;;;Web;Full;http://aminet.net/disk/misc/PFS3_53.lha;PFS3_53.lha;TRUE;FEDAA397BDD9C593EF1EA7C2E86BFB33;PFS3\tools\pfsdoctor;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;PFS - Additional Tools;FALSE;;;;Web;Full;http://aminet.net/disk/misc/PFS3_53.lha;PFS3_53.lha;TRUE;FEDAA397BDD9C593EF1EA7C2E86BFB33;PFS3\classes\*;System;Classes\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Classes\DataTypes\picture.datatype;System;Classes\DataTypes\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Devs\Monitors\Picasso96.info;System;Devs\Monitors\;FALSE;Videocore.info;TRUE;FALSE;;;Replace;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Devs\Monitors\Picasso96;System;Devs\Monitors\;FALSE;Videocore;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Libs\*;System;Libs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Prefs\Picasso96Mode;System;Prefs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Prefs\Picasso96Mode.info;System;Prefs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Prefs\PVS;System;Prefs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Prefs\PVS.info;System;Prefs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Prefs\PVS.guide;System;Programs\Picasso96\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Prefs\PVS.guide.info;System;Programs\Picasso96\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Picasso96\*;System;Programs\Picasso96\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96;FALSE;;;;Web;Full;http://aminet.net/driver/video/Picasso96.lha;Picasso96.lha;TRUE;16287F92CE6DDEA23F5456CEB4525189;Picasso96Install\Picasso96.info;System;Programs\;FALSE;;TRUE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Picasso96Settings;FALSE;;;;Local;CopyOnly;Devs\Picasso96Settings;;FALSE;;;System;Devs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
FALSE;3.1,3.2,3.2.2.1;Pistorm Folder - Check MD5s;FALSE;;;;Local;CopyOnly;Pistorm\CheckMD5s;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
FALSE;3.1,3.2,3.2.2.1;Pistorm Folder - Check MD5s;FALSE;;;;Local;CopyOnly;Pistorm\CheckMD5s.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68 Imager Documentation;FALSE;;;;Local;CopyOnly;Pistorm\Documentation;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68 Imager Documentation;FALSE;;;;Local;CopyOnly;Pistorm\Documentation.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Info;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Info.r;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Info;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Info.r.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Meter;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Meter;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Meter;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Meter.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Emu68Meter;FALSE;;;;Local;CopyOnly;Pistorm\Emu68Meter.png;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Install Packages;FALSE;;;;Local;CopyOnly;Pistorm\Install Packages;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder - Install Packages;FALSE;;;;Local;CopyOnly;Pistorm\Install Packages.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Offline;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Offline.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Online;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Online and Offline;FALSE;;;;Local;CopyOnly;Pistorm\Online.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -SMB Config;FALSE;;;;Local;CopyOnly;Pistorm\SMB Config;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -SMB Config;FALSE;;;;Local;CopyOnly;Pistorm\SMB Config.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -TransferKick;FALSE;;;;Local;CopyOnly;Pistorm\TransferKick;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -TransferKick;FALSE;;;;Local;CopyOnly;Pistorm\TransferKick.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Wifi Config;FALSE;;;;Local;CopyOnly;Pistorm\Wifi Config;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Pistorm Folder -Wifi Config;FALSE;;;;Local;CopyOnly;Pistorm\Wifi Config.info;;FALSE;;;System;PiStorm\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Prism2;FALSE;;;;Web;Full;http://aminet.net/driver/net/prism2v2.lha;Prism2v2.lha;TRUE;C2C6060C016DC4F22902C8809477985A;Prism2v2\C\*;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1;REXXMast;FALSE;;;;Local;StartupSequenceOnly;;;FALSE;;;;;;;;Add;IF EXISTS S:User-Startup;;;
TRUE;3.1,3.2,3.2.2.1;Reboot;FALSE;;;;Web;Full;http://aminet.net/util/boot/reboot.lha;reboot.lha;TRUE;95355F5C845088151874633164A95693;Reboot\Reboot;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;ReqTools;FALSE;;;;Web;Full;http://aminet.net/util/libs/Reqtools-Wide.lha;ReqtoolsWide.lha;TRUE;7b146009ce6b99623d73a244a89b8c2a;reqtools.library;System;Libs\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;ReqTools Prefs ;FALSE;;;;Local;CopyOnly;Prefs\Env-Archive\ReqTools.prefs;;FALSE;;;System;Prefs\Env-Archive\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Roadshow;FALSE;;;;Local;Full;Roadshow-Demo-1.15.lha;Roadshow.lha;FALSE;25471647C76D8EAB98F78D24945B3FC6;Roadshow-Demo-*\Workbench\*;System;;FALSE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Roadshow;FALSE;;;;Local;Full;Roadshow-Demo-1.15.lha;Roadshow.lha;FALSE;25471647C76D8EAB98F78D24945B3FC6;Roadshow-Demo-*\Documentation\*;System;Programs\Roadshow\;TRUE;;FALSE;FALSE;;;FALSE;FALSE
TRUE;3.1,3.2,3.2.2.1;Roadshow;FALSE;;;;Local;Full;Roadshow-Demo-1.15.lha;Roadshow.lha;FALSE;25471647C76D8EAB98F78D24945B3FC6;Roadshow-Demo-*\Workbench\Storage\NetInterfaces\CNet16.info;System;Devs\NetInterfaces\;FALSE;wifipi.info;FALSE;FALSE;;;FALSE;FALSE
FALSE;3.1,3.2,3.2.2.1;Screentext;FALSE;;;;Web;Full;https://thomas-rapp.hier-im-netz.de/downloads/ScreenText.lha;ScreenText.lha;TRUE;D500457A41A18D73C01DD6B27DCE5A41;Screentext;System;C\;FALSE;;FALSE;FALSE;;;FALSE;FALSE
